depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-000542,-0.1235327428768885,Hey-A8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-000546,-0.1162689882798225,HSC-4,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-000551,-0.3116607058263435,K-562,Myeloproliferative Neoplasms,Myeloid,False,CA9
ACH-000558,-0.0459528970732482,A-172,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000576,-0.0479905088296754,KMS-27,Mature B-Cell Neoplasms,Lymphoid,False,CA9
ACH-000579,-0.3153164184353449,UACC-257,Melanoma,Skin,False,CA9
ACH-000588,-0.4138530627161493,KMS-26,Mature B-Cell Neoplasms,Lymphoid,False,CA9
ACH-000624,-0.1035544985676198,HCC1806,Breast Ductal Carcinoma In Situ,Breast,False,CA9
ACH-000638,-0.3672264198009847,NCI-H441,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000646,0.035725793928274,OVMANA,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-000654,-0.1928961064803515,Raji,Non-Hodgkin Lymphoma,Lymphoid,False,CA9
ACH-000738,-0.0469774872774715,GB-1,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000764,-0.574571346861942,SH-10-TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,True,CA9
ACH-000773,-0.0311299780271138,Ki-JK,Mature T and NK Neoplasms,Lymphoid,False,CA9
ACH-000807,-0.1908908009429056,SNU-738,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000811,-0.3058703194434772,SK-OV-3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-000843,-0.1586718830205217,HARA,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000849,-0.255490417408314,MDA-MB-468,Invasive Breast Carcinoma,Breast,False,CA9
ACH-000865,-0.1323888134489529,KYSE-450,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CA9
ACH-000890,-0.1779129171647577,SW 1271,SMARCA4-deficient undifferentiated tumor,Lung,False,CA9
ACH-000894,0.0147017381708991,NCI-H1869,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000907,-0.1272863024381806,SNU-349,Renal Cell Carcinoma,Kidney,False,CA9
ACH-000917,-0.1915049371385181,TE-4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CA9
ACH-000932,-0.0084173081251108,SNU-1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-000966,-0.1417730118587045,IGROV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-000974,-0.1824741723435857,SNG-M,Endometrial Carcinoma,Uterus,False,CA9
